name,tag,gen,format,category,item,ability,nature,move1,move2,move3,move4,hp_ev,atk_ev,def_ev,spa_ev,spd_ev,spe_ev,hp_iv,atk_iv,def_iv,spa_iv,spd_iv,spe_iv,teratypes
Naviathan,regular,6,cap,singles,Life Orb|Leftovers,,Jolly,Dragon Dance,Waterfall,Iron Head/Wild Charge,Wild Charge/Icicle Crash/Drill Peck,8,252,8,0,0,240,31,31,31,31,31,31,
Syclant,regular,6,cap,singles,Life Orb,Mountaineer,Naive,Ice Beam,Bug Buzz/U-turn,Earthquake/Earth Power,Superpower/Spikes,0,12,0,244,0,252,31,31,31,31,31,31,
Syclant,regular,6,cap,singles,Focus Sash,Mountaineer,Naive,Ice Beam,U-turn,Ice Shard/Spikes,Earthquake/Earth Power,0,4,0,252,0,252,31,31,31,31,31,31,
Syclant,regular,6,cap,singles,Focus Sash|Babiri Berry,Mountaineer,Timid,Tail Glow,Bug Buzz,Ice Beam,Earth Power,4,0,0,252,0,252,31,31,31,31,31,31,
Revenankh,regular,6,cap,singles,Leftovers,Shed Skin,Careful,Bulk Up,Drain Punch,Shadow Sneak,Moonlight/Rest/Earthquake/Ice Punch,252,4,0,0,252,0,31,31,31,31,31,31,
Revenankh,regular,6,cap,singles,Choice Band,Air Lock|Shed Skin,Adamant,Drain Punch,Shadow Sneak,Ice Punch/Earthquake/Power Whip,Trick,248,252,8,0,0,0,31,31,31,31,31,31,
Pyroak,regular,6,cap,singles,Leftovers,Battle Armor,Bold,Synthesis,Lava Plume,Earth Power/Giga Drain,Stealth Rock/Leech Seed/Aromatherapy/Roar,248,0,252,0,8,0,31,31,31,31,31,31,
Fidgit,regular,6,cap,singles,Black Sludge,,Jolly,Trick Room/Tailwind,U-turn,Rapid Spin/Spikes/Wish,Taunt/Encore,252,0,4,0,0,252,31,31,31,31,31,31,
Fidgit,regular,6,cap,singles,Black Sludge|Focus Sash,Vital Spirit,Jolly,Spikes,Stealth Rock/Toxic Spikes,U-turn,Whirlwind/Encore/Taunt,252,0,4,0,0,252,31,31,31,31,31,31,
Stratagem,regular,6,cap,singles,Life Orb|Choice Specs,Technician,Timid,Ancient Power,Earth Power,Vacuum Wave,Hidden Power Flying/Fire Blast/Energy Ball,0,0,0,252,4,252,31,31,31,31,31,31,
Stratagem,regular,6,cap,singles,Life Orb|Choice Specs,,Timid,Paleo Wave,Earth Power,Fire Blast,Energy Ball,0,0,0,252,4,252,31,31,31,31,31,31,
Stratagem,regular,6,cap,singles,Leftovers|Life Orb,,Timid,Calm Mind,Paleo Wave,Earth Power,Fire Blast/Energy Ball/Giga Drain,0,0,0,252,4,252,31,31,31,31,31,31,
Arghonaut,regular,6,cap,singles,Leftovers,,Adamant,Recover,Drain Punch,Aqua Jet,Gunk Shot/Knock Off/Roar,200,220,0,0,88,0,31,31,31,31,31,31,
Kitsunoh,regular,6,cap,singles,Choice Scarf,Limber|Frisk,Jolly,Trick,U-turn,Shadow Strike,Meteor Mash/Iron Head,0,252,0,0,4,252,31,31,31,31,31,31,
Kitsunoh,regular,6,cap,singles,Leftovers|Air Balloon,Limber,Jolly,Will-O-Wisp,Shadow Strike,U-turn/Knock Off,Defog,252,4,0,0,0,252,31,31,31,31,31,31,
Kitsunoh,regular,6,cap,singles,Choice Band|Life Orb,Limber,Jolly,Shadow Strike,Meteor Mash/Iron Head,Earthquake/Ice Punch/Superpower,U-turn/Earthquake,0,252,0,0,4,252,31,31,31,31,31,31,
Cyclohm,regular,6,cap,singles,Leftovers,Static|Shield Dust,Bold,Slack Off,Discharge/Thunderbolt,Fire Blast/Flamethrower,Whirlwind/Heal Bell/Toxic,252,0,252,4,0,0,31,31,31,31,31,31,
Cyclohm,regular,6,cap,singles,Choice Specs|Choice Scarf|Life Orb,Shield Dust|Static,Timid|Modest,Thunderbolt,Draco Meteor/Dragon Pulse,Hydro Pump,Fire Blast/Ice Beam,0,0,4,252,0,252,31,31,31,31,31,31,
Colossoil,regular,6,cap,singles,Assault Vest,Guts|Rebound,Adamant,Earthquake,Knock Off,Rapid Spin/U-turn/Pursuit,Sucker Punch/U-turn/Pursuit,0,252,36,0,220,0,31,31,31,31,31,31,
Colossoil,regular,6,cap,singles,Life Orb|Black Glasses,Guts|Rebound,Jolly|Adamant,Earthquake,Knock Off,U-turn,Sucker Punch/Pursuit,0,252,0,0,4,252,31,31,31,31,31,31,
Krilowatt,regular,6,cap,singles,Life Orb,Magic Guard,Timid,Surf,Thunderbolt,Earth Power,Ice Beam,4,0,0,252,0,252,31,31,31,31,31,31,
Voodoom,regular,6,cap,singles,Life Orb,Lightning Rod|Volt Absorb,Hasty|Naive,Dark Pulse,Close Combat,Psychic,Taunt/Vacuum Wave,0,4,0,252,0,252,31,31,31,31,31,31,
Koffing,regular,6,lc,singles,Eviolite,,Bold,Will-O-Wisp,Pain Split,Sludge Bomb/Clear Smog,Fire Blast/Destiny Bond,36,0,236,0,236,0,31,31,31,31,31,31,
Weezing,regular,6,uu,singles,Black Sludge,,Bold,Toxic Spikes,Sludge Bomb/Flamethrower,Will-O-Wisp,Pain Split/Haze,252,0,252,4,0,0,31,31,31,31,31,31,
Weezing,regular,6,ru,singles,Black Sludge,,Bold,Will-O-Wisp,Sludge Bomb,Pain Split/Toxic Spikes,Taunt/Toxic Spikes,252,0,28,0,228,0,31,31,31,31,31,31,
Weezing,regular,6,nu,singles,Black Sludge,,Bold,Will-O-Wisp,Sludge Bomb,Taunt,Toxic Spikes/Pain Split,252,0,148,0,0,108,31,31,31,31,31,31,
Gardevoir,regular,6,vgc2014,doubles,Choice Scarf|Choice Specs,Trace|Telepathy,Modest,Moonblast,Psychic,Dazzling Gleam,Thunderbolt/Shadow Ball,116,0,52,144,4,192,31,31,31,31,31,31,
Gardevoir,regular,6,vgc2014,doubles,Sitrus Berry|Safety Goggles,Trace|Telepathy,Modest,Dazzling Gleam/Moonblast,Psychic,Will-O-Wisp/Protect,Trick Room/Taunt/Protect,252,0,124,108,20,4,31,31,31,31,31,31,
Gardevoir,regular,6,uu,singles,Choice Scarf,Trace,Timid,Moonblast,Psychic,Healing Wish/Memento,Trick,0,0,0,252,4,252,31,31,31,31,31,31,
Gardevoir,regular,6,uu,singles,Leftovers|Life Orb,Trace,Timid,Calm Mind,Moonblast,Psyshock,Substitute/Focus Blast,0,0,0,252,4,252,31,31,31,31,31,31,
Gardevoir,regular,6,uu,singles,Choice Specs,Trace,Timid,Moonblast,Psyshock,Focus Blast/Shadow Ball,Trick/Shadow Ball,0,0,0,252,4,252,31,31,31,31,31,31,
Gardevoir,mega,6,ou,singles,Gardevoirite,Trace,Timid|Modest,Hyper Voice,Psyshock,Focus Blast,Will-O-Wisp/Taunt/Calm Mind,16,0,8,232,0,252,31,31,31,31,31,31,
Gardevoir,mega,6,1v1,singles,Gardevoirite,Trace,Modest,Hyper Beam,Psychic,Icy Wind,Encore,248,0,48,160,40,12,31,0,31,31,31,31,
Gardevoir,mega,6,1v1,singles,Gardevoirite,Trace,Timid,Will-O-Wisp,Encore/Protect,Psyshock,Hyper Beam,240,0,0,16,0,252,31,0,31,31,31,31,
Gardevoir,mega,6,1v1,singles,Gardevoirite,Trace,Timid,Protect,Encore,Disable,Hyper Voice,252,0,0,4,0,252,31,0,31,31,31,31,
Gardevoir,mega,6,1v1,singles,Gardevoirite,Trace,Quiet,Trick Room,Encore,Disable,Hyper Voice,236,0,252,20,0,0,31,31,31,31,31,31,
Gardevoir,mega,6,monotype,singles,Gardevoirite,Trace,Timid,Wish,Protect,Hyper Voice,Will-O-Wisp,248,0,244,0,0,16,31,31,31,31,31,31,
Gardevoir,regular,6,monotype,singles,Choice Scarf,Trace,Timid,Moonblast,Energy Ball,Focus Blast,Psychic/Psyshock/Trick/Healing Wish,0,0,0,252,4,252,31,0,31,31,31,31,
Gardevoir,regular,6,monotype,singles,Choice Specs,Trace,Timid,Moonblast,Energy Ball,Focus Blast,Psychic/Psyshock/Trick/Healing Wish,0,0,0,252,4,252,31,0,31,31,31,31,
Gardevoir,regular,6,monotype,singles,Choice Scarf,Trace,Timid,Moonblast,Focus Blast,Healing Wish,Psychic/Energy Ball/Trick,0,0,0,252,4,252,31,0,31,31,31,31,
Gardevoir,mega,6,doublesou,doubles,Gardevoirite,Trace|Telepathy,Modest,Hyper Voice,Psyshock,Calm Mind/Trick Room,Protect,248,0,188,56,0,16,31,0,31,31,31,31,
Gardevoir,mega,6,cap,singles,Gardevoirite,Trace,Modest|Timid,Hyper Voice,Psyshock,Focus Blast,Will-O-Wisp/Taunt/Calm Mind,0,0,4,252,0,252,31,31,31,31,31,31,
Gardevoir,mega,6,battlespotsingles,singles,Gardevoirite,Trace,Modest|Timid,Hyper Voice,Psyshock,Taunt/Focus Blast,Focus Blast/Hidden Power Fire/Hidden Power Ground,4,0,0,252,0,252,31,31,31,31,31,31,
Gardevoir,regular,6,battlespotsingles,singles,Choice Scarf,Trace,Timid,Moonblast,Psyshock/Psychic,Trick,Destiny Bond,0,0,4,252,0,252,31,31,31,31,31,31,
Gardevoir,mega,6,battlespotdoubles,doubles,Gardevoirite,Trace|Telepathy,Modest,Hyper Voice,Psychic/Psyshock,Shadow Ball/Hidden Power Ground/Focus Blast,Protect,108,0,124,252,4,20,31,31,31,31,31,31,
Gardevoir,regular,6,battlespotdoubles,doubles,Choice Scarf,Trace|Telepathy,Timid,Moonblast,Psychic/Psyshock,Dazzling Gleam/Healing Wish,Shadow Ball/Destiny Bond,12,0,0,252,0,244,31,31,31,31,31,31,
Gardevoir,regular,6,battlespotdoubles,doubles,Choice Specs,Trace|Telepathy,Modest,Moonblast,Psychic/Psyshock,Dazzling Gleam,Shadow Ball,68,0,4,252,4,180,31,31,31,31,31,31,
Gardevoir-Mega,regular,6,purehackmons,singles,Iron Plate|Spooky Plate,Wonder Guard,Modest,Shell Smash,Judgment,Grass Knot/Freeze-Dry/Moonblast,Secret Sword/Lava Plume/Earth Power,0,0,4,252,0,252,31,0,31,31,31,31,
Trapinch,regular,6,lc,singles,Berry Juice|Eviolite,Arena Trap,Adamant,Earthquake,Feint,Rock Slide,Toxic/Superpower,156,36,236,0,76,0,31,31,31,31,31,31,
Vibrava,regular,6,pu,singles,Eviolite,,Impish,Defog,U-turn,Roost,Earthquake,248,0,252,0,8,0,31,31,31,31,31,31,
Vibrava,regular,6,zu,singles,Eviolite,,Impish|Bold,Defog,Roost,Earthquake/Earth Power,U-turn/Toxic,252,0,240,0,0,16,31,31,31,31,31,31,
Flygon,regular,6,uu,singles,Choice Scarf,,Jolly,Outrage,Earthquake,U-turn,Defog,0,252,0,0,4,252,31,31,31,31,31,31,
Flygon,regular,6,ubers,singles,Leftovers,,Bold,Defog,Roost,Toxic,Earth Power/U-turn,252,0,252,0,4,0,31,31,31,31,31,31,
Flygon,regular,6,ru,singles,Choice Band,,Jolly,Earthquake,Outrage,U-turn,Dragon Claw,0,252,4,0,0,252,31,31,31,31,31,31,
Flygon,regular,6,ru,singles,Leftovers,,Jolly,Defog,Roost,Earthquake,U-turn/Dragon Claw,112,144,0,0,0,252,31,31,31,31,31,31,
Flygon,regular,6,ru,singles,Choice Scarf,,Jolly,Earthquake,U-turn,Outrage,Aerial Ace/Tailwind/Defog,0,252,4,0,0,252,31,31,31,31,31,31,
Magnezone,regular,6,ou,singles,Choice Scarf,,Timid,Volt Switch,Hidden Power Fire,Flash Cannon,Thunderbolt/Thunder Wave,0,0,4,252,0,252,31,31,31,31,31,31,
Magnezone,regular,6,ou,singles,Choice Specs,,Modest,Volt Switch,Hidden Power Fire,Flash Cannon,Thunderbolt,168,0,0,252,0,88,31,31,31,31,31,31,
Magnezone,regular,6,monotype,singles,Choice Scarf,,Timid,Volt Switch,Flash Cannon,Thunderbolt,Hidden Power Ice,0,0,0,252,4,252,31,31,31,31,31,31,
Magnezone,regular,6,monotype,singles,Air Balloon,,Modest,Thunderbolt,Flash Cannon,Hidden Power Fire,Substitute,128,0,0,252,0,128,31,31,31,31,31,31,
Magnezone,regular,6,cap,singles,Choice Specs,,Modest,Volt Switch,Hidden Power Fire,Flash Cannon,Thunderbolt,4,0,0,252,0,252,31,31,31,31,31,31,
Magnezone,regular,6,cap,singles,Choice Scarf,,Timid,Volt Switch,Hidden Power Fire,Flash Cannon,Thunderbolt,4,0,0,252,0,252,31,31,31,31,31,31,
Magnezone,regular,6,battlespotsingles,singles,Choice Specs,Analytic|Sturdy,Modest,Thunderbolt,Flash Cannon,Volt Switch,Hidden Power Ice/Hidden Power Fire,4,0,0,252,0,252,31,31,31,31,31,31,
Magnezone,regular,6,battlespotsingles,singles,Assault Vest,Analytic|Sturdy,Modest,Thunderbolt,Flash Cannon,Volt Switch,Hidden Power Fire/Hidden Power Ice,252,0,0,180,76,0,31,31,31,31,31,31,
Magnezone,regular,6,1v1,singles,Custap Berry,Sturdy,Modest,Thunderbolt,Hyper Beam,Metal Sound,Endure,248,0,0,252,0,8,31,0,31,31,31,31,
Magnezone,regular,6,1v1,singles,Choice Specs,Sturdy,Modest,Thunderbolt,Flash Cannon,Hyper Beam,Mirror Coat/Hidden Power Rock/Hidden Power Ground/Hidden Power Ice,100,0,0,240,0,168,31,0,31,31,31,31,
Leafeon,weather,6,pu,singles,Yache Berry,Chlorophyll,Jolly,Swords Dance,Leaf Blade,Knock Off,Return,0,252,4,0,0,252,31,31,31,31,31,31,
Leafeon,weather,6,pu,singles,Choice Scarf,Chlorophyll|Leaf Guard,Jolly,Leaf Blade,Knock Off,Double-Edge/Return,X-Scissor/Bullet Seed,0,252,0,0,4,252,31,31,31,31,31,31,
Leafeon,regular,6,pu,singles,Choice Band,,Adamant,Bullet Seed,Leaf Blade,Knock Off,Double-Edge/Quick Attack,0,252,4,0,0,252,31,31,31,31,31,31,
Leafeon,weather,6,nu,singles,Starf Berry,Chlorophyll,Jolly,Swords Dance,Leaf Blade,Knock Off,Natural Gift,0,252,0,0,4,252,31,31,31,31,31,31,
Glaceon,weather,6,pu,singles,Choice Specs,Ice Body,Modest|Timid,Ice Beam,Hidden Power Fighting,Shadow Ball,Frost Breath,0,0,4,252,0,252,31,31,31,31,31,31,
Glaceon,weather,6,zu,singles,Choice Specs,Ice Body,Timid,Ice Beam,Shadow Ball,Hidden Power Ground,Frost Breath,0,0,0,252,4,252,31,1,30,30,30,30,
Gallade,regular,6,ru,singles,Life Orb|Lum Berry,Justified,Jolly|Adamant,Swords Dance,Close Combat,Zen Headbutt,Knock Off,0,252,4,0,0,252,31,31,31,31,31,31,
Gallade,regular,6,ru,singles,Leftovers,Justified,Careful,Bulk Up,Drain Punch,Knock Off,Substitute/Safeguard,248,0,0,0,96,164,31,31,31,31,31,31,
Gallade,mega,6,ou,singles,Galladite,Justified,Jolly,Swords Dance,Drain Punch,Psycho Cut,Shadow Sneak/Knock Off,152,100,4,0,0,252,31,31,31,31,31,31,
Gallade,mega,6,ou,singles,Galladite,Justified,Jolly,Swords Dance,Close Combat,Psycho Cut,Knock Off/Poison Jab,0,252,4,0,0,252,31,31,31,31,31,31,
Gallade,mega,6,monotype,singles,Galladite,Justified,Jolly,Swords Dance,Close Combat/Drain Punch,Shadow Sneak,Knock Off/Ice Punch/Substitute,0,252,0,0,4,252,31,31,31,31,31,31,
Gallade,mega,6,monotype,singles,Galladite,Justified,Jolly,Swords Dance,Close Combat/Drain Punch,Shadow Sneak,Knock Off/Ice Punch/Substitute,0,252,0,0,4,252,31,31,31,31,31,31,
Gallade,mega,6,battlespotdoubles,doubles,Galladite,Justified,Jolly,Close Combat,Zen Headbutt,Ice Punch/Knock Off,Protect,4,252,0,0,0,252,31,31,31,31,31,31,
Gallade,regular,6,battlespotdoubles,doubles,Focus Sash,Justified,Adamant,Close Combat,Zen Headbutt/Knock Off,Wide Guard/Quick Guard,Icy Wind/Trick Room,132,196,0,0,0,180,31,31,31,31,31,31,
Gallade,mega,6,1v1,singles,Galladite,Justified,Jolly,Will-O-Wisp,Encore,Zen Headbutt,Close Combat,248,0,20,0,64,176,31,31,31,31,31,31,
Gallade,mega,6,1v1,singles,Galladite,Inner Focus,Jolly,Will-O-Wisp,Encore,Disable,Low Sweep/Close Combat/Rock Tomb,252,4,0,0,0,252,31,31,31,31,31,31,
Heatran,regular,6,ou,singles,Leftovers,,Calm,Lava Plume,Stealth Rock/Toxic,Roar/Toxic,Taunt/Protect/Earth Power,248,0,8,0,252,0,31,31,31,31,31,31,
Heatran,regular,6,ou,singles,Leftovers|Air Balloon,,Timid|Calm,Magma Storm/Lava Plume,Taunt/Stealth Rock,Will-O-Wisp/Toxic,Earth Power,248,0,0,0,8,252,31,31,31,31,31,31,
Heatran,regular,6,ou,singles,Leftovers,,Modest|Timid,Magma Storm,Taunt,Toxic,Earth Power,64,0,0,192,0,252,31,31,31,31,31,31,
Heatran,regular,6,monotype,singles,Air Balloon|Leftovers,,Timid,Lava Plume,Earth Power,Stone Edge,Hidden Power Ice/Taunt,0,24,0,232,0,252,31,31,31,31,31,31,
Heatran,regular,6,monotype,singles,Leftovers,,Calm,Lava Plume,Earth Power,Toxic,Stealth Rock/Protect/Stone Edge,252,0,0,0,180,76,31,0,31,31,31,31,
Heatran,regular,6,monotype,singles,Air Balloon|Leftovers,,Timid,Magma Storm,Earth Power,Toxic,Taunt,0,0,0,252,4,252,31,31,31,31,31,31,
Heatran,regular,6,monotype,singles,Air Balloon,,Timid,Magma Storm,Earth Power,Hidden Power Ice,Taunt,0,0,0,252,4,252,31,31,31,31,31,31,
Heatran,regular,6,stabmons,singles,Leftovers,,Calm,Lava Plume,Doom Desire/Toxic,King's Shield,Roar/Earth Power/Stealth Rock,252,0,0,32,224,0,31,31,31,31,31,31,
Heatran,regular,6,stabmons,singles,Choice Scarf,,Timid,Blue Flare,Earth Power/Hidden Power Ice,Flash Cannon/Hidden Power Ice,Eruption/Ancient Power,28,0,0,252,0,228,31,31,31,31,31,31,
Heatran,regular,6,stabmons,singles,Leftovers|Power Herb,,Timid,Magma Storm,Earth Power,Taunt,Toxic/Solar Beam,0,0,0,252,4,252,31,31,31,31,31,31,
Heatran,regular,6,stabmons,singles,Air Balloon|Shuca Berry,,Timid,Blue Flare/Searing Shot,Earth Power,Doom Desire/Flash Cannon,Stealth Rock,0,0,0,252,4,252,31,31,31,31,31,31,
Heatran,regular,6,doublesou,doubles,Leftovers,,Modest|Timid,Substitute,Heat Wave,Earth Power,Protect,24,0,0,232,0,252,31,31,31,31,31,31,
Heatran,regular,6,cap,singles,Leftovers,,Calm,Lava Plume,Toxic,Stealth Rock,Earth Power/Roar/Protect/Taunt,252,0,0,4,252,0,31,31,31,31,31,31,
Heatran,regular,6,cap,singles,Leftovers|Air Balloon,,Timid,Magma Storm,Taunt,Toxic,Earth Power/Flash Cannon,32,0,0,252,0,224,31,31,31,31,31,31,
Heatran,regular,6,cap,singles,Choice Scarf,,Timid,Fire Blast/Overheat,Flash Cannon,Earth Power,Stone Edge/Hidden Power Ice,0,0,0,252,4,252,31,31,31,31,31,31,
Heatran,regular,6,cap,singles,Air Balloon,,Timid,Fire Blast/Magma Storm,Earth Power,Flash Cannon/Taunt,Stealth Rock,0,0,0,252,4,252,31,31,31,31,31,31,
Heatran,regular,6,battlespotsingles,singles,Leftovers,,Timid,Magma Storm/Lava Plume,Toxic/Will-O-Wisp,Substitute/Earth Power,Protect,212,0,0,0,44,252,31,31,31,31,31,31,
Heatran,regular,6,battlespotsingles,singles,Choice Specs,,Modest,Overheat,Flash Cannon,Flamethrower/Earth Power,Earth Power/Ancient Power,252,0,0,252,0,4,31,31,31,31,31,31,
Heatran,regular,6,battlespotdoubles,doubles,Leftovers|Shuca Berry,,Modest,Heat Wave,Earth Power,Substitute/Flash Cannon/Taunt,Protect,180,0,0,252,0,76,31,31,31,31,31,31,
Heatran,regular,6,1v1,singles,Air Balloon,,Modest,Overheat,Rock Tomb,Earth Power,Flash Cannon/Taunt/Hidden Power Ice/Endure,200,0,0,168,0,140,31,31,31,31,31,31,
Heatran,regular,6,1v1,singles,Choice Specs,,Modest,Overheat,Flash Cannon,Earth Power,Ancient Power/Dark Pulse,96,0,0,252,4,156,31,0,31,31,31,31,
Heatran,regular,6,1v1,singles,Custap Berry,,Modest,Overheat,Flash Cannon,Ancient Power,Endure,208,0,0,212,4,84,31,0,31,31,31,31,
Heatran,regular,6,1v1,singles,Choice Scarf,,Quiet,Eruption,Flash Cannon,Ancient Power,Earth Power,32,0,0,252,0,224,31,0,31,31,31,31,
Heatran,regular,6,almostanyability,singles,Leftovers,Desolate Land,Modest,Magma Storm,Earth Power,Substitute,Metal Sound/Taunt,248,0,0,232,28,0,31,31,31,31,31,31,
Heatran,weather,6,almostanyability,singles,Choice Specs,Chlorophyll,Quiet,Eruption,Fire Blast,Earth Power,Solar Beam/Hidden Power Electric/Will-O-Wisp,0,0,4,252,0,252,31,31,31,31,31,31,
Heatran,regular,6,almostanyability,singles,Air Balloon,Magnet Pull,Timid,Taunt,Fire Blast,Earth Power,Stealth Rock/Hidden Power Electric,0,0,4,252,0,252,31,31,31,31,31,31,
Heatran,regular,6,almostanyability,singles,Leftovers,Levitate,Bold,Lava Plume,Stealth Rock,Earth Power/Flash Cannon/Will-O-Wisp,Roar/Will-O-Wisp/Taunt,248,0,252,8,0,0,31,31,31,31,31,31,
Aegislash,regular,6,1v1,singles,Weakness Policy,,Quiet,King's Shield,Flash Cannon/Iron Defense,Shadow Ball/Iron Defense,Shadow Sneak,248,4,0,252,4,0,31,31,31,31,31,0,
Aegislash,regular,6,vgc2014,doubles,Leftovers|Weakness Policy,,Quiet,King's Shield,Shadow Ball,Flash Cannon,Substitute,252,0,0,252,4,0,31,31,31,31,31,0,
Aegislash,regular,6,vgc2014,doubles,Weakness Policy,,Quiet,King's Shield,Shadow Ball,Flash Cannon,Shadow Sneak/Sacred Sword,252,4,0,252,0,0,31,31,31,31,31,0,
Aegislash,regular,6,almostanyability,singles,Leftovers|Weakness Policy,,Quiet,Shadow Ball,King's Shield,Shadow Sneak,Sacred Sword,252,4,0,252,0,0,31,31,31,31,31,31,
Aegislash,regular,6,ubers,singles,Leftovers,,Sassy,King's Shield,Gyro Ball,Toxic,Pursuit,252,0,4,0,252,0,31,31,31,31,31,0,
Aegislash,regular,6,doublesou,doubles,Weakness Policy,,Quiet,Shadow Ball,Flash Cannon,Wide Guard,King's Shield,252,0,0,252,4,0,31,0,31,31,31,0,
Aegislash,regular,6,doublesou,doubles,Leftovers,,Quiet,Shadow Ball,Flash Cannon/Wide Guard,Substitute,King's Shield,252,0,0,252,4,0,31,0,31,31,31,0,
Aegislash,regular,6,balancedhackmons,singles,Safety Goggles|Leftovers,Flash Fire,Sassy,Will-O-Wisp,Recover,Whirlwind/Topsy-Turvy,Baton Pass/Entrainment,252,0,4,0,252,0,31,31,31,31,31,31,
Aegislash,regular,6,balancedhackmons,singles,Safety Goggles|Leftovers,Prankster,Careful,Parting Shot/U-turn,Recover,Topsy-Turvy/Destiny Bond,Encore/Spore,252,0,4,0,252,0,31,31,31,31,31,31,
Aegislash,regular,6,battlespotsingles,singles,Weakness Policy,,Quiet,Shadow Ball,Shadow Sneak,King's Shield,Sacred Sword/Flash Cannon,252,0,0,252,4,0,31,31,31,31,31,0,
Aegislash,regular,6,battlespotsingles,singles,Leftovers|Air Balloon,,Modest|Timid,Substitute,Toxic,King's Shield,Shadow Ball/Flash Cannon,252,0,0,252,0,4,31,31,31,31,31,31,
Aegislash,regular,6,battlespotsingles,singles,Life Orb|Weakness Policy,,Adamant|Brave,Shadow Sneak,Sacred Sword,Iron Head/Shadow Claw,King's Shield/Swords Dance,252,252,0,0,4,0,31,31,31,31,31,31,
Aegislash,regular,6,battlespotdoubles,doubles,Leftovers|Weakness Policy,,Quiet,King's Shield,Substitute/Wide Guard,Shadow Ball,Flash Cannon/Sacred Sword,252,0,0,252,4,0,31,31,31,31,31,0,
Aegislash,regular,6,battlespotdoubles,doubles,Weakness Policy|Life Orb|Spooky Plate,,Quiet,King's Shield,Shadow Ball,Flash Cannon,Shadow Sneak/Sacred Sword,252,4,0,252,0,0,31,31,31,31,31,0,
Pumpkaboo-Small,regular,6,lc,singles,Life Orb,Frisk,Naughty|Naive,Bullet Seed,Fire Blast,Shadow Sneak,Rock Slide/Destiny Bond,0,228,36,4,0,228,0,31,31,31,31,31,
Gourgeist-Small,regular,6,zu,singles,Life Orb,Frisk,Jolly,Seed Bomb,Shadow Sneak,Rock Slide,Synthesis/Explosion,0,252,4,0,0,252,31,31,31,31,31,31,
Gourgeist-Small,regular,6,zu,singles,Leftovers,Frisk,Timid,Substitute,Leech Seed,Foul Play/Flamethrower,Will-O-Wisp,252,0,4,0,0,252,31,31,31,31,31,31,
Gourgeist-Small,regular,6,zu,singles,Colbur Berry,Frisk,Timid,Will-O-Wisp,Synthesis,Foul Play,Leech Seed/Seed Bomb,252,0,4,0,0,252,31,31,31,31,31,31,
Gourgeist-Small,regular,6,ru,singles,Leftovers,Frisk,Jolly,Substitute,Leech Seed,Will-O-Wisp,Protect/Phantom Force,152,0,132,0,0,224,31,31,31,31,31,31,
Gourgeist-Small,regular,6,pu,singles,Leftovers,Frisk,Jolly|Timid,Substitute,Leech Seed,Will-O-Wisp,Rock Slide/Disable,152,0,104,0,0,252,31,31,31,31,31,31,
Gourgeist-Small,regular,6,nu,singles,Leftovers,Frisk,Jolly,Substitute,Leech Seed,Will-O-Wisp,Foul Play,152,0,132,0,0,224,31,31,31,31,31,31,
Gourgeist-Large,regular,6,pu,singles,Leftovers,Frisk,Impish,Will-O-Wisp,Synthesis,Seed Bomb,Foul Play,252,0,88,0,104,64,31,31,31,31,31,31,
Gourgeist-Large,regular,6,zu,singles,Colbur Berry|Leftovers,Frisk,Bold,Synthesis,Will-O-Wisp,Leech Seed,Foul Play,252,0,232,0,0,24,31,0,31,31,31,31,
Hawlucha,regular,6,ou,singles,Sitrus Berry,Unburden,Jolly,Substitute,Swords Dance,High Jump Kick,Acrobatics,12,244,0,0,0,252,31,31,31,31,31,31,
Hawlucha,regular,6,monotype,singles,Sitrus Berry,Unburden,Jolly,Substitute,Swords Dance,Acrobatics,High Jump Kick,12,244,0,0,0,252,31,31,31,31,31,31,
Hawlucha,regular,6,monotype,singles,Power Herb,Unburden,Jolly,Swords Dance,Sky Attack,High Jump Kick,Acrobatics,0,252,0,0,4,252,31,31,31,31,31,31,
Bergmite,regular,6,lc,singles,Eviolite,Sturdy,Impish,Avalanche,Rapid Spin,Recover,Rock Tomb/Toxic,0,44,236,0,156,52,31,31,31,31,31,31,
Avalugg,regular,6,pu,singles,Leftovers,Sturdy,Careful,Rapid Spin,Recover,Avalanche,Earthquake/Roar,248,0,8,0,252,0,31,31,31,31,31,31,
Avalugg,regular,6,monotype,singles,Rocky Helmet|Leftovers,Sturdy,Impish,Rapid Spin,Avalanche,Roar,Recover,252,4,252,0,0,0,31,31,31,31,31,31,
Noibat,regular,6,lc,singles,Life Orb,Infiltrator,Timid,Draco Meteor,Hurricane,Heat Wave,Tailwind,0,0,0,236,36,236,9,31,31,31,31,31,
Noivern,regular,6,vgc2014,doubles,Focus Sash,,Timid,Draco Meteor,Tailwind,Super Fang/Taunt,Protect/Taunt,4,0,0,252,0,252,31,31,31,31,31,31,
Noivern,regular,6,uu,singles,Choice Specs,Infiltrator,Timid,Draco Meteor,Hurricane,Flamethrower/Air Slash,Switcheroo/U-turn,0,0,0,252,4,252,31,31,31,31,31,31,
Noivern,regular,6,uu,singles,Leftovers|Life Orb,Infiltrator,Timid,Draco Meteor,Flamethrower/Air Slash,Taunt,Roost,0,0,0,252,4,252,31,31,31,31,31,31,
Shiftry,regular,6,ru,singles,Life Orb,,Hasty,Defog,Knock Off,Sucker Punch,Leaf Storm,0,252,0,4,0,252,31,31,31,31,31,31,
